Summary,Start Time,End Time,Location
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Sep 28 09:30:00 WEST 2022,Wed Sep 28 11:00:00 WEST 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Oct 14 14:30:00 WEST 2022,Fri Oct 14 16:00:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Oct 14 16:00:00 WEST 2022,Fri Oct 14 17:30:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Tue Dec 06 13:00:00 WET 2022,Tue Dec 06 14:30:00 WET 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Mon Mar 13 14:30:00 WET 2023,Mon Mar 13 16:00:00 WET 2023,"Auditório B1.04, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Mar 16 14:30:00 WET 2023,Thu Mar 16 16:00:00 WET 2023,"C5.01, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Mon Mar 13 13:00:00 WET 2023,Mon Mar 13 14:30:00 WET 2023,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Nov 23 11:00:00 WET 2022,Wed Nov 23 12:30:00 WET 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Fri Mar 10 13:00:00 WET 2023,Fri Mar 10 14:30:00 WET 2023,"D1.05, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Oct 04 16:00:00 WEST 2022,Tue Oct 04 17:30:00 WEST 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Oct 04 14:30:00 WEST 2022,Tue Oct 04 16:00:00 WEST 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Thu Mar 16 13:00:00 WET 2023,Thu Mar 16 14:30:00 WET 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Tue May 16 14:30:00 WEST 2023,Tue May 16 16:00:00 WEST 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Thu Feb 16 13:00:00 WET 2023,Thu Feb 16 14:30:00 WET 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Tue Mar 21 16:00:00 WET 2023,Tue Mar 21 17:30:00 WET 2023,"Auditório Afonso de Barros, 1, Ala Autónoma (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Mon Oct 17 13:00:00 WEST 2022,Mon Oct 17 14:30:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Oct 11 16:00:00 WEST 2022,Tue Oct 11 17:30:00 WEST 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Sep 16 14:30:00 WEST 2022,Fri Sep 16 16:00:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Nov 02 09:30:00 WET 2022,Wed Nov 02 11:00:00 WET 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Tue Oct 11 13:00:00 WEST 2022,Tue Oct 11 14:30:00 WEST 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Fri May 05 14:30:00 WEST 2023,Fri May 05 16:00:00 WEST 2023,"C6.10, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Tue Sep 13 13:00:00 WEST 2022,Tue Sep 13 14:30:00 WEST 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Mon Oct 03 16:00:00 WEST 2022,Mon Oct 03 17:30:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue May 09 14:30:00 WEST 2023,Tue May 09 16:00:00 WEST 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Sep 16 16:00:00 WEST 2022,Fri Sep 16 17:30:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Wed Mar 22 16:00:00 WET 2023,Wed Mar 22 17:30:00 WET 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Apr 12 13:00:00 WEST 2023,Wed Apr 12 14:30:00 WEST 2023,"C2.02, 2, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Nov 04 16:00:00 WET 2022,Fri Nov 04 17:30:00 WET 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Nov 18 14:30:00 WET 2022,Fri Nov 18 16:00:00 WET 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Tue Oct 25 13:00:00 WEST 2022,Tue Oct 25 14:30:00 WEST 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Nov 25 14:30:00 WET 2022,Fri Nov 25 16:00:00 WET 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Wed Mar 15 16:00:00 WET 2023,Wed Mar 15 17:30:00 WET 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Wed Oct 12 16:00:00 WEST 2022,Wed Oct 12 17:30:00 WEST 2022,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Thu Mar 23 13:00:00 WET 2023,Thu Mar 23 14:30:00 WET 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Feb 09 14:30:00 WET 2023,Thu Feb 09 16:00:00 WET 2023,"C5.01, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Wed Nov 30 14:30:00 WET 2022,Wed Nov 30 16:00:00 WET 2022,"C4.01, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Mar 15 14:30:00 WET 2023,Wed Mar 15 16:00:00 WET 2023,"2E05, 2, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Feb 14 13:00:00 WET 2023,Tue Feb 14 14:30:00 WET 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Mon Apr 24 13:00:00 WEST 2023,Mon Apr 24 14:30:00 WEST 2023,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Fri Mar 24 13:00:00 WET 2023,Fri Mar 24 14:30:00 WET 2023,"D1.05, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Mar 30 16:00:00 WEST 2023,Thu Mar 30 17:30:00 WEST 2023,"D1.11, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Mon Mar 27 14:30:00 WEST 2023,Mon Mar 27 16:00:00 WEST 2023,"Auditório B1.04, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Mon Mar 20 14:30:00 WET 2023,Mon Mar 20 16:00:00 WET 2023,"Auditório B1.04, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Mar 14 14:30:00 WET 2023,Tue Mar 14 16:00:00 WET 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Mon Nov 21 14:30:00 WET 2022,Mon Nov 21 16:00:00 WET 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Wed Nov 23 13:00:00 WET 2022,Wed Nov 23 14:30:00 WET 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Oct 12 11:00:00 WEST 2022,Wed Oct 12 12:30:00 WEST 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Mar 14 13:00:00 WET 2023,Tue Mar 14 14:30:00 WET 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Thu Mar 02 13:00:00 WET 2023,Thu Mar 02 14:30:00 WET 2023,"Auditório 2, 2, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Wed Sep 28 14:30:00 WEST 2022,Wed Sep 28 16:00:00 WEST 2022,"D1.12, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Sep 20 16:00:00 WEST 2022,Tue Sep 20 17:30:00 WEST 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Fri Apr 21 14:30:00 WEST 2023,Fri Apr 21 16:00:00 WEST 2023,"Auditório 4, 2, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Thu Oct 13 11:00:00 WEST 2022,Thu Oct 13 12:30:00 WEST 2022,"C7.09, 7, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Feb 15 13:00:00 WET 2023,Wed Feb 15 14:30:00 WET 2023,"2E05, 2, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Tue Feb 07 16:00:00 WET 2023,Tue Feb 07 17:30:00 WET 2023,"Auditório Afonso de Barros, 1, Ala Autónoma (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Dec 13 16:00:00 WET 2022,Tue Dec 13 17:30:00 WET 2022,"D1.01, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Wed Sep 14 16:00:00 WEST 2022,Wed Sep 14 17:30:00 WEST 2022,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Sep 20 14:30:00 WEST 2022,Tue Sep 20 16:00:00 WEST 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Wed Apr 19 16:00:00 WEST 2023,Wed Apr 19 17:30:00 WEST 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Feb 09 16:00:00 WET 2023,Thu Feb 09 17:30:00 WET 2023,"D1.11, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Mar 28 14:30:00 WEST 2023,Tue Mar 28 16:00:00 WEST 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Mar 30 14:30:00 WEST 2023,Thu Mar 30 16:00:00 WEST 2023,"C5.01, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Wed Dec 07 16:00:00 WET 2022,Wed Dec 07 17:30:00 WET 2022,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Wed Mar 29 16:00:00 WEST 2023,Wed Mar 29 17:30:00 WEST 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Wed Nov 02 16:00:00 WET 2022,Wed Nov 02 17:30:00 WET 2022,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Tue Mar 07 16:00:00 WET 2023,Tue Mar 07 17:30:00 WET 2023,"Auditório Afonso de Barros, 1, Ala Autónoma (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Mon Feb 06 16:00:00 WET 2023,Mon Feb 06 17:30:00 WET 2023,"C6.10, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Feb 28 14:30:00 WET 2023,Tue Feb 28 16:00:00 WET 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Wed Oct 19 13:00:00 WEST 2022,Wed Oct 19 14:30:00 WEST 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Dec 13 14:30:00 WET 2022,Tue Dec 13 16:00:00 WET 2022,"D1.01, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Mar 21 13:00:00 WET 2023,Tue Mar 21 14:30:00 WET 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Nov 08 14:30:00 WET 2022,Tue Nov 08 16:00:00 WET 2022,"0S08, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Nov 16 11:00:00 WET 2022,Wed Nov 16 12:30:00 WET 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Mon Apr 17 13:00:00 WEST 2023,Mon Apr 17 14:30:00 WEST 2023,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Apr 12 14:30:00 WEST 2023,Wed Apr 12 16:00:00 WEST 2023,"C2.02, 2, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Mar 15 13:00:00 WET 2023,Wed Mar 15 14:30:00 WET 2023,"2E05, 2, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Mon Dec 12 16:00:00 WET 2022,Mon Dec 12 17:30:00 WET 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Mon Oct 17 14:30:00 WEST 2022,Mon Oct 17 16:00:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Wed Nov 09 14:30:00 WET 2022,Wed Nov 09 16:00:00 WET 2022,"C4.01, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Apr 26 14:30:00 WEST 2023,Wed Apr 26 16:00:00 WEST 2023,"C5.05, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Oct 25 14:30:00 WEST 2022,Tue Oct 25 16:00:00 WEST 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Mon Sep 19 13:00:00 WEST 2022,Mon Sep 19 14:30:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Wed Oct 12 13:00:00 WEST 2022,Wed Oct 12 14:30:00 WEST 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Feb 16 16:00:00 WET 2023,Thu Feb 16 17:30:00 WET 2023,"D1.11, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Wed Nov 16 13:00:00 WET 2022,Wed Nov 16 14:30:00 WET 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Oct 28 14:30:00 WEST 2022,Fri Oct 28 16:00:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Oct 07 16:00:00 WEST 2022,Fri Oct 07 17:30:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Thu Feb 09 13:00:00 WET 2023,Thu Feb 09 14:30:00 WET 2023,"C6.07, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Wed Sep 28 13:00:00 WEST 2022,Wed Sep 28 14:30:00 WEST 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Mon Oct 24 14:30:00 WEST 2022,Mon Oct 24 16:00:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Tue Mar 14 16:00:00 WET 2023,Tue Mar 14 17:30:00 WET 2023,"Auditório Afonso de Barros, 1, Ala Autónoma (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Wed May 03 16:00:00 WEST 2023,Wed May 03 17:30:00 WEST 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Apr 27 16:00:00 WEST 2023,Thu Apr 27 17:30:00 WEST 2023,"D1.11, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Mar 02 14:30:00 WET 2023,Thu Mar 02 16:00:00 WET 2023,"C5.01, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Nov 25 16:00:00 WET 2022,Fri Nov 25 17:30:00 WET 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Tue Nov 15 13:00:00 WET 2022,Tue Nov 15 14:30:00 WET 2022,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Thu Nov 03 11:00:00 WET 2022,Thu Nov 03 12:30:00 WET 2022,"C7.09, 7, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Tue Mar 28 16:00:00 WEST 2023,Tue Mar 28 17:30:00 WEST 2023,"D1.01, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Nov 09 09:30:00 WET 2022,Wed Nov 09 11:00:00 WET 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Wed Nov 23 14:30:00 WET 2022,Wed Nov 23 16:00:00 WET 2022,"C4.01, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Apr 20 14:30:00 WEST 2023,Thu Apr 20 16:00:00 WEST 2023,"C5.01, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Dec 02 14:30:00 WET 2022,Fri Dec 02 16:00:00 WET 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Apr 13 14:30:00 WEST 2023,Thu Apr 13 16:00:00 WEST 2023,"C5.01, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Wed Sep 21 13:00:00 WEST 2022,Wed Sep 21 14:30:00 WEST 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Wed Feb 08 16:00:00 WET 2023,Wed Feb 08 17:30:00 WET 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Apr 11 14:30:00 WEST 2023,Tue Apr 11 16:00:00 WEST 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Sep 30 16:00:00 WEST 2022,Fri Sep 30 17:30:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Mon Sep 19 14:30:00 WEST 2022,Mon Sep 19 16:00:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Wed Apr 26 09:30:00 WEST 2023,Wed Apr 26 11:00:00 WEST 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed May 24 13:00:00 WEST 2023,Wed May 24 14:30:00 WEST 2023,"C2.02, 2, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Thu Apr 27 13:00:00 WEST 2023,Thu Apr 27 14:30:00 WEST 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Nov 23 09:30:00 WET 2022,Wed Nov 23 11:00:00 WET 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Mon Feb 27 16:00:00 WET 2023,Mon Feb 27 17:30:00 WET 2023,"C6.10, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Mar 22 13:00:00 WET 2023,Wed Mar 22 14:30:00 WET 2023,"2E05, 2, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Mon May 22 14:30:00 WEST 2023,Mon May 22 16:00:00 WEST 2023,"Auditório B1.04, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Oct 18 16:00:00 WEST 2022,Tue Oct 18 17:30:00 WEST 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Thu Feb 09 13:00:00 WET 2023,Thu Feb 09 14:30:00 WET 2023,"Auditório 2, 2, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Sep 14 11:00:00 WEST 2022,Wed Sep 14 12:30:00 WEST 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Tue May 16 16:00:00 WEST 2023,Tue May 16 17:30:00 WEST 2023,"Auditório 0NE03 - Mário Murteira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Mon Dec 05 13:00:00 WET 2022,Mon Dec 05 14:30:00 WET 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Fri Dec 16 11:00:00 WET 2022,Fri Dec 16 12:30:00 WET 2022,
Agentes Autónomos - Autonomous Agents,Mon Sep 26 13:00:00 WEST 2022,Mon Sep 26 14:30:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Wed Oct 19 16:00:00 WEST 2022,Wed Oct 19 17:30:00 WEST 2022,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed May 03 13:00:00 WEST 2023,Wed May 03 14:30:00 WEST 2023,"C2.02, 2, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Apr 18 13:00:00 WEST 2023,Tue Apr 18 14:30:00 WEST 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Thu Oct 20 11:00:00 WEST 2022,Thu Oct 20 12:30:00 WEST 2022,"C7.09, 7, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Tue Nov 08 13:00:00 WET 2022,Tue Nov 08 14:30:00 WET 2022,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Apr 18 14:30:00 WEST 2023,Tue Apr 18 16:00:00 WEST 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Thu May 11 16:00:00 WEST 2023,Thu May 11 17:30:00 WEST 2023,"D1.05, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
