Summary,Start Time,End Time,Location
Agentes Autónomos - Autonomous Agents,Tue Oct 04 13:00:00 WEST 2022,Tue Oct 04 14:30:00 WEST 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Tue Sep 27 13:00:00 WEST 2022,Tue Sep 27 14:30:00 WEST 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Tue Nov 22 13:00:00 WET 2022,Tue Nov 22 14:30:00 WET 2022,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed May 17 14:30:00 WEST 2023,Wed May 17 16:00:00 WEST 2023,"C2.02, 2, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Mon Mar 06 13:00:00 WET 2023,Mon Mar 06 14:30:00 WET 2023,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Mon Oct 03 13:00:00 WEST 2022,Mon Oct 03 14:30:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Oct 28 16:00:00 WEST 2022,Fri Oct 28 17:30:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Wed Mar 01 16:00:00 WET 2023,Wed Mar 01 17:30:00 WET 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Thu May 18 16:00:00 WEST 2023,Thu May 18 17:30:00 WEST 2023,"C4.05, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Nov 18 16:00:00 WET 2022,Fri Nov 18 17:30:00 WET 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Wed Nov 16 16:00:00 WET 2022,Wed Nov 16 17:30:00 WET 2022,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Thu Apr 20 11:00:00 WEST 2023,Thu Apr 20 12:30:00 WEST 2023,"D1.01, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Nov 30 11:00:00 WET 2022,Wed Nov 30 12:30:00 WET 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Mon Sep 26 16:00:00 WEST 2022,Mon Sep 26 17:30:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Apr 27 14:30:00 WEST 2023,Thu Apr 27 16:00:00 WEST 2023,"C5.01, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Mon Nov 07 13:00:00 WET 2022,Mon Nov 07 14:30:00 WET 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue May 02 14:30:00 WEST 2023,Tue May 02 16:00:00 WEST 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Mon Sep 12 14:30:00 WEST 2022,Mon Sep 12 16:00:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Mon Oct 10 14:30:00 WEST 2022,Mon Oct 10 16:00:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Mar 22 14:30:00 WET 2023,Wed Mar 22 16:00:00 WET 2023,"2E05, 2, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Mar 21 14:30:00 WET 2023,Tue Mar 21 16:00:00 WET 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Oct 19 09:30:00 WEST 2022,Wed Oct 19 11:00:00 WEST 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Oct 11 14:30:00 WEST 2022,Tue Oct 11 16:00:00 WEST 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed May 24 14:30:00 WEST 2023,Wed May 24 16:00:00 WEST 2023,"C2.02, 2, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Thu Sep 15 14:30:00 WEST 2022,Thu Sep 15 16:00:00 WEST 2022,"1E03, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Mon Mar 13 11:00:00 WET 2023,Mon Mar 13 12:30:00 WET 2023,"D1.01, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Mon May 15 13:00:00 WEST 2023,Mon May 15 14:30:00 WEST 2023,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Wed Sep 14 14:30:00 WEST 2022,Wed Sep 14 16:00:00 WEST 2022,"D1.12, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Fri Apr 28 14:30:00 WEST 2023,Fri Apr 28 16:00:00 WEST 2023,"C6.10, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Dec 07 11:00:00 WET 2022,Wed Dec 07 12:30:00 WET 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Feb 23 16:00:00 WET 2023,Thu Feb 23 17:30:00 WET 2023,"D1.11, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Nov 02 11:00:00 WET 2022,Wed Nov 02 12:30:00 WET 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Wed Nov 16 14:30:00 WET 2022,Wed Nov 16 16:00:00 WET 2022,"C4.01, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Mon Nov 14 16:00:00 WET 2022,Mon Nov 14 17:30:00 WET 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Fri Mar 17 13:00:00 WET 2023,Fri Mar 17 14:30:00 WET 2023,"D1.05, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Thu Nov 24 11:00:00 WET 2022,Thu Nov 24 12:30:00 WET 2022,"C7.09, 7, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Wed Oct 26 13:00:00 WEST 2022,Wed Oct 26 14:30:00 WEST 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Mon Nov 28 14:30:00 WET 2022,Mon Nov 28 16:00:00 WET 2022,"C7.09, 7, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Tue Feb 14 16:00:00 WET 2023,Tue Feb 14 17:30:00 WET 2023,"Auditório Afonso de Barros, 1, Ala Autónoma (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Feb 16 14:30:00 WET 2023,Thu Feb 16 16:00:00 WET 2023,"C5.01, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Thu Sep 29 11:00:00 WEST 2022,Thu Sep 29 12:30:00 WEST 2022,"C7.09, 7, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Oct 25 16:00:00 WEST 2022,Tue Oct 25 17:30:00 WEST 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Thu Mar 23 11:00:00 WET 2023,Thu Mar 23 12:30:00 WET 2023,"D1.01, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Nov 04 14:30:00 WET 2022,Fri Nov 04 16:00:00 WET 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Mon Sep 12 13:00:00 WEST 2022,Mon Sep 12 14:30:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Wed Sep 28 16:00:00 WEST 2022,Wed Sep 28 17:30:00 WEST 2022,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Mar 16 16:00:00 WET 2023,Thu Mar 16 17:30:00 WET 2023,"D1.11, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Tue May 23 16:00:00 WEST 2023,Tue May 23 17:30:00 WEST 2023,"Auditório Silva Leal, 1, Ala Autónoma (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Mon Sep 12 16:00:00 WEST 2022,Mon Sep 12 17:30:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Mon Nov 07 16:00:00 WET 2022,Mon Nov 07 17:30:00 WET 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Mon Sep 19 16:00:00 WEST 2022,Mon Sep 19 17:30:00 WEST 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Fri May 19 14:30:00 WEST 2023,Fri May 19 16:00:00 WEST 2023,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Sep 27 14:30:00 WEST 2022,Tue Sep 27 16:00:00 WEST 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Feb 15 14:30:00 WET 2023,Wed Feb 15 16:00:00 WET 2023,"2E05, 2, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Nov 15 16:00:00 WET 2022,Tue Nov 15 17:30:00 WET 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Fri Mar 03 14:30:00 WET 2023,Fri Mar 03 16:00:00 WET 2023,"C6.10, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Nov 22 14:30:00 WET 2022,Tue Nov 22 16:00:00 WET 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Thu May 04 11:00:00 WEST 2023,Thu May 04 12:30:00 WEST 2023,"D1.01, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Thu Dec 15 11:00:00 WET 2022,Thu Dec 15 12:30:00 WET 2022,"C7.09, 7, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Wed Oct 19 14:30:00 WEST 2022,Wed Oct 19 16:00:00 WEST 2022,"C4.01, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Mar 07 13:00:00 WET 2023,Tue Mar 07 14:30:00 WET 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Fri Feb 10 13:00:00 WET 2023,Fri Feb 10 14:30:00 WET 2023,"D1.05, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Nov 15 14:30:00 WET 2022,Tue Nov 15 16:00:00 WET 2022,"C5.09, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Oct 21 16:00:00 WEST 2022,Fri Oct 21 17:30:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Sep 14 09:30:00 WEST 2022,Wed Sep 14 11:00:00 WEST 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Mon Nov 21 13:00:00 WET 2022,Mon Nov 21 14:30:00 WET 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Thu Apr 20 13:00:00 WEST 2023,Thu Apr 20 14:30:00 WEST 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Mon May 08 14:30:00 WEST 2023,Mon May 08 16:00:00 WEST 2023,"Auditório B1.04, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Sep 30 14:30:00 WEST 2022,Fri Sep 30 16:00:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Fri Mar 03 13:00:00 WET 2023,Fri Mar 03 14:30:00 WET 2023,"D1.05, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu May 04 16:00:00 WEST 2023,Thu May 04 17:30:00 WEST 2023,"D1.11, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Wed Oct 26 16:00:00 WEST 2022,Wed Oct 26 17:30:00 WEST 2022,"Auditório 0NE02-Caiano Pereira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Wed Feb 15 16:00:00 WET 2023,Wed Feb 15 17:30:00 WET 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Wed Oct 12 14:30:00 WEST 2022,Wed Oct 12 16:00:00 WEST 2022,"D1.12, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Mar 29 13:00:00 WEST 2023,Wed Mar 29 14:30:00 WEST 2023,"2E05, 2, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Mon Oct 31 13:00:00 WET 2022,Mon Oct 31 14:30:00 WET 2022,"Auditório B1.03, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Oct 26 11:00:00 WEST 2022,Wed Oct 26 12:30:00 WEST 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Engenharia de Software - Software Engineering,Tue Mar 07 14:30:00 WET 2023,Tue Mar 07 16:00:00 WET 2023,"D1.02, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Tue Nov 08 16:00:00 WET 2022,Tue Nov 08 17:30:00 WET 2022,"0S08, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Agentes Autónomos - Autonomous Agents,Wed Sep 21 14:30:00 WEST 2022,Wed Sep 21 16:00:00 WEST 2022,"C4.01, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Fri Mar 24 14:30:00 WET 2023,Fri Mar 24 16:00:00 WET 2023,"C6.10, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Mar 23 16:00:00 WET 2023,Thu Mar 23 17:30:00 WET 2023,"D1.11, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Fri Feb 10 14:30:00 WET 2023,Fri Feb 10 16:00:00 WET 2023,"C6.10, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Wed May 17 16:00:00 WEST 2023,Wed May 17 17:30:00 WEST 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Fri Apr 28 13:00:00 WEST 2023,Fri Apr 28 14:30:00 WEST 2023,"D1.05, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Oct 21 14:30:00 WEST 2022,Fri Oct 21 16:00:00 WEST 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Thu Nov 17 11:00:00 WET 2022,Thu Nov 17 12:30:00 WET 2022,"C7.09, 7, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed May 17 13:00:00 WEST 2023,Wed May 17 14:30:00 WEST 2023,"C2.02, 2, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu May 04 14:30:00 WEST 2023,Thu May 04 16:00:00 WEST 2023,"C5.01, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Feb 23 14:30:00 WET 2023,Thu Feb 23 16:00:00 WET 2023,"C5.01, 5, Edifício II (ISCTE-IUL), ISCTE-IUL"
Arquitetura de Redes - Network Arquitectures,Wed Nov 09 13:00:00 WET 2022,Wed Nov 09 14:30:00 WET 2022,"C4.02, 4, Edifício II (ISCTE-IUL), ISCTE-IUL"
Segurança em Sistemas de Informação - Information Systems Security,Tue May 09 16:00:00 WEST 2023,Tue May 09 17:30:00 WEST 2023,"Auditório 0NE03 - Mário Murteira, 0, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed Apr 19 14:30:00 WEST 2023,Wed Apr 19 16:00:00 WEST 2023,"C2.01, 2, Edifício II (ISCTE-IUL), ISCTE-IUL"
Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Thu Mar 02 13:00:00 WET 2023,Thu Mar 02 14:30:00 WET 2023,"D1.07, 1, Edifício II (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Sep 21 09:30:00 WEST 2022,Wed Sep 21 11:00:00 WEST 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Wed Oct 26 09:30:00 WEST 2022,Wed Oct 26 11:00:00 WEST 2022,"C6.01, 6, Edifício II (ISCTE-IUL), ISCTE-IUL"
Interacção Pessoa-Máquina - Human-Computer Interaction,Wed May 03 14:30:00 WEST 2023,Wed May 03 16:00:00 WEST 2023,"C2.02, 2, Edifício II (ISCTE-IUL), ISCTE-IUL"
Processamento de Informação - Information Processing,Fri Nov 11 16:00:00 WET 2022,Fri Nov 11 17:30:00 WET 2022,"Auditório 1, 1, Edifício Sedas Nunes (ISCTE-IUL), ISCTE-IUL"
Exame: Interacção Pessoa-Máquina - Human-Computer Interaction,Mon Jun 26 15:00:00 WEST 2023,Mon Jun 26 18:00:00 WEST 2023,Auditório B1.03
Exame: Interacção Pessoa-Máquina - Human-Computer Interaction,Thu Jun 01 11:30:00 WEST 2023,Thu Jun 01 14:30:00 WEST 2023,Auditório 4
Exame: Interacção Pessoa-Máquina - Human-Computer Interaction,Fri Jul 14 08:00:00 WEST 2023,Fri Jul 14 11:00:00 WEST 2023,AA3.23
Avaliação Contínua: Arquitetura de Redes - Network Arquitectures,Sat Oct 29 10:00:00 WEST 2022,Sat Oct 29 11:30:00 WEST 2022,"Auditório 1NE03 - JJ Laginha, Auditório B2.04, Auditório B1.04, Auditório B1.03"
Exame: Arquitetura de Redes - Network Arquitectures,Tue Jul 11 08:00:00 WEST 2023,Tue Jul 11 11:00:00 WEST 2023,
Exame: Arquitetura de Redes - Network Arquitectures,Wed Jan 04 18:30:00 WET 2023,Wed Jan 04 21:30:00 WET 2023,"Auditório B1.03, C4.06, Auditório C1.03, C6.01, Auditório B1.04, Auditório 4"
Exame: Arquitetura de Redes - Network Arquitectures,Mon Jan 23 15:00:00 WET 2023,Mon Jan 23 18:00:00 WET 2023,"Auditório B1.04, Auditório B1.03"
Exame: Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Wed Jun 14 15:00:00 WEST 2023,Wed Jun 14 18:00:00 WEST 2023,"Auditório C1.03, Auditório B1.04, Auditório B1.03"
Exame: Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Fri Jun 30 11:30:00 WEST 2023,Fri Jun 30 14:30:00 WEST 2023,Auditório B1.03
Exame: Desenvolvimento para A Internet e Aplicações Móveis - Development for Internet and Mobile Apps,Fri Jul 14 18:30:00 WEST 2023,Fri Jul 14 21:30:00 WEST 2023,AA3.23
Exame: Engenharia de Software - Software Engineering,Mon Jun 12 15:00:00 WEST 2023,Mon Jun 12 18:00:00 WEST 2023,"Auditório 1NE03 - JJ Laginha, Auditório 4"
Exame: Engenharia de Software - Software Engineering,Tue Jun 27 15:00:00 WEST 2023,Tue Jun 27 18:00:00 WEST 2023,Auditório B1.03
Exame: Engenharia de Software - Software Engineering,Wed Jul 12 08:00:00 WEST 2023,Wed Jul 12 11:00:00 WEST 2023,AA3.23
Exame: Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Jul 13 08:00:00 WEST 2023,Thu Jul 13 11:00:00 WEST 2023,AA3.28
Exame: Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Thu Jun 29 15:00:00 WEST 2023,Thu Jun 29 18:00:00 WEST 2023,Auditório B1.04
Exame: Projeto de Integração de Sistemas de Informação Distribuídos - Distributed Information Systems Integration Project,Tue Jun 06 11:30:00 WEST 2023,Tue Jun 06 14:30:00 WEST 2023,"B2.01, Auditório B1.03, Auditório B1.04"
Exame: Segurança em Sistemas de Informação - Information Systems Security,Sat Jul 01 15:00:00 WEST 2023,Sat Jul 01 18:00:00 WEST 2023,Auditório 1
Exame: Segurança em Sistemas de Informação - Information Systems Security,Fri Jul 14 15:00:00 WEST 2023,Fri Jul 14 18:00:00 WEST 2023,AA3.23
Exame: Segurança em Sistemas de Informação - Information Systems Security,Tue Jun 20 18:30:00 WEST 2023,Tue Jun 20 21:30:00 WEST 2023,Auditório 1NE03 - JJ Laginha
Exame: Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Mon Jan 16 11:30:00 WET 2023,Mon Jan 16 14:30:00 WET 2023,"Auditório B2.04, Auditório B1.04, Auditório B1.03"
Exame: Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Sat Jan 28 15:00:00 WET 2023,Sat Jan 28 18:00:00 WET 2023,Auditório 4
Exame: Programação Concorrente e Distribuída - Concurrent and Parallel Programming,Mon Jul 10 08:00:00 WEST 2023,Mon Jul 10 11:00:00 WEST 2023,
Teste: Agentes Autónomos - Autonomous Agents,Sat Nov 05 09:30:00 WET 2022,Sat Nov 05 12:30:00 WET 2022,"2E02, Auditório 4"
Teste: Agentes Autónomos - Autonomous Agents,Sat Dec 10 09:30:00 WET 2022,Sat Dec 10 12:30:00 WET 2022,Auditório 4
Exame: Agentes Autónomos - Autonomous Agents,Tue Jul 11 15:00:00 WEST 2023,Tue Jul 11 18:00:00 WEST 2023,
Exame: Agentes Autónomos - Autonomous Agents,Tue Jan 24 15:00:00 WET 2023,Tue Jan 24 18:00:00 WET 2023,Auditório 1NE03 - JJ Laginha
Exame: Agentes Autónomos - Autonomous Agents,Mon Jan 09 15:00:00 WET 2023,Mon Jan 09 18:00:00 WET 2023,Auditório 1NE03 - JJ Laginha
Exame: Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Mon Jan 09 11:30:00 WET 2023,Mon Jan 09 14:30:00 WET 2023,"Auditório B2.04, Auditório C1.03"
Exame: Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Tue Jul 11 18:30:00 WEST 2023,Tue Jul 11 21:30:00 WEST 2023,Auditório C1.03
Exame: Sistemas de Data Warehouse e Business Intelligence - Data Warehouse and Business Intelligence Systems,Tue Jan 24 18:30:00 WET 2023,Tue Jan 24 21:30:00 WET 2023,Auditório 1
Exame: Processamento de Informação - Information Processing,Thu Jan 26 15:00:00 WET 2023,Thu Jan 26 18:00:00 WET 2023,Auditório B2.04
Exame: Processamento de Informação - Information Processing,Thu Jan 12 18:30:00 WET 2023,Thu Jan 12 21:30:00 WET 2023,"2E02, Auditório 4"
Exame: Processamento de Informação - Information Processing,Thu Jul 13 15:00:00 WEST 2023,Thu Jul 13 18:00:00 WEST 2023,
